SeasonEndYear,Squad,Comp,Player,Sh_Standard,SoT_Standard,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Final_Third,PPA,SCA_SCA,TO_SCA,PassLive_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,PassLive_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,TklW_Tackles,def_3rd_tackles,mid_3rd_tackles,att_3rd_tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,tkl_plus_int,Clr,Err
2024,Liverpool,Premier League,Thiago Alcántara,0,0,7,10,70,130,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Liverpool,Premier League,Trent Alexander-Arnold,30,4,1148,1534,74.8,22646,9291,146,42,99,5,62,4,0,0,7,4,0,0,0,0,19,19,8,1,20,67,29.9,13,1,12,23,51,39,4
2024,Liverpool,Premier League,Alisson,0,0,765,897,85.3,16907,10411,6,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3
2024,Liverpool,Premier League,Owen Beck,0,0,3,4,75,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,NA,0,0,0,0,2,1,0
2024,Liverpool,Premier League,Conor Bradley,7,4,199,263,75.7,2973,983,12,9,17,3,9,2,1,1,3,2,0,0,0,0,12,8,5,2,10,17,58.8,8,0,8,3,18,7,0
2024,Liverpool,Premier League,Bobby Clark,2,0,38,49,77.6,465,64,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,5,20,6,2,4,1,3,1,0
2024,Liverpool,Premier League,Jayden Danns,0,0,5,7,71.4,73,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Liverpool,Premier League,Luis Díaz,65,22,567,687,82.5,8640,1836,40,27,96,10,70,8,7,0,7,7,0,0,0,0,16,3,9,8,6,26,23.1,13,0,13,2,22,7,0
2024,Liverpool,Premier League,Ben Doak,0,0,4,4,100,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Liverpool,Premier League,Harvey Elliott,28,9,438,526,83.3,6743,1556,40,21,37,1,30,3,0,1,2,2,0,0,0,0,11,3,9,3,6,18,33.3,13,0,13,4,19,6,0
2024,Liverpool,Premier League,Wataru Endo,8,2,638,737,86.6,10029,2827,70,14,34,1,26,3,2,2,1,1,0,0,0,0,16,7,15,4,11,35,31.4,15,2,13,10,36,19,1
2024,Liverpool,Premier League,Cody Gakpo,41,16,262,344,76.2,3600,1079,29,18,36,3,24,6,1,1,5,3,0,2,0,0,11,5,9,4,4,14,28.6,18,4,14,8,26,7,0
2024,Liverpool,Premier League,Joe Gomez,13,1,845,1028,82.2,14605,3828,57,10,38,1,32,3,2,0,4,4,0,0,0,0,21,18,12,5,24,49,49,18,3,15,13,48,40,2
2024,Liverpool,Premier League,Kaide Gordon,0,0,1,1,100,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Liverpool,Premier League,Ryan Gravenberch,15,6,306,373,82,4162,1356,29,19,30,1,24,5,0,0,0,0,0,0,0,0,9,5,9,6,7,21,33.3,14,1,13,11,31,11,0
2024,Liverpool,Premier League,Curtis Jones,15,4,556,615,90.4,8090,1707,52,8,30,3,23,2,1,1,2,2,0,0,0,0,13,12,7,2,8,20,40,17,0,17,6,27,8,0
2024,Liverpool,Premier League,Diogo Jota,36,17,270,368,73.4,3800,914,17,11,44,5,34,2,3,0,13,7,4,1,1,0,13,6,13,4,10,22,45.5,8,1,7,6,29,4,0
2024,Liverpool,Premier League,Caoimhín Kelleher,0,0,200,262,76.3,4505,2881,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,2,1
2024,Liverpool,Premier League,Ibrahima Konaté,8,2,1048,1191,88,18583,7605,115,8,21,0,21,0,0,0,1,1,0,0,0,0,19,18,11,1,15,21,71.4,17,11,6,18,48,45,0
2024,Liverpool,Premier League,Alexis Mac Allister,20,4,1108,1276,86.8,17249,4939,99,19,61,3,49,1,2,2,11,9,1,0,0,0,35,21,32,7,40,85,47.1,48,5,43,26,86,14,0
2024,Liverpool,Premier League,Joël Matip,5,0,494,564,87.6,8687,3066,27,2,8,0,8,0,0,0,1,1,0,0,0,0,6,7,4,1,8,12,66.7,16,12,4,9,21,43,0
2024,Liverpool,Premier League,James McConnell,0,0,5,6,83.3,93,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,1,0,0
2024,Liverpool,Premier League,Darwin Núñez,83,36,263,372,70.7,3643,765,17,20,62,3,46,12,1,0,12,10,0,2,0,0,12,2,9,8,10,21,47.6,17,6,11,2,21,4,0
2024,Liverpool,Premier League,Jarell Quansah,2,0,406,462,87.9,7201,2403,15,0,1,0,1,0,0,0,0,0,0,0,0,0,6,6,1,0,4,5,80,4,1,3,5,12,16,0
2024,Liverpool,Premier League,Andrew Robertson,4,2,735,898,81.8,12476,4072,58,11,43,0,22,0,1,0,2,1,0,0,0,0,18,16,7,2,17,25,68,10,3,7,9,34,29,0
2024,Liverpool,Premier League,Mohamed Salah,61,27,528,719,73.4,7688,2218,38,45,91,4,70,10,5,1,16,12,2,1,1,0,9,0,5,8,5,17,29.4,15,1,14,2,15,0,0
2024,Liverpool,Premier League,Dominik Szoboszlai,42,10,1001,1204,83.1,15969,3985,73,24,77,3,55,2,3,0,6,4,0,1,1,0,18,10,11,8,15,44,34.1,32,2,30,11,40,16,1
2024,Liverpool,Premier League,Kostas Tsimikas,3,0,380,493,77.1,6563,1706,16,7,32,0,20,0,2,1,2,2,0,0,0,0,13,9,6,4,9,15,60,9,1,8,6,25,10,0
2024,Liverpool,Premier League,Virgil van Dijk,28,10,1786,1971,90.6,34033,13012,145,6,43,0,40,3,0,0,3,3,0,0,0,0,13,17,7,3,8,9,88.9,35,26,9,30,57,110,0
2024,Luton Town,Premier League,Elijah Adebayo,28,12,128,177,72.3,1627,336,7,3,26,3,18,4,1,0,3,1,0,2,0,0,0,1,0,0,0,9,0,8,1,7,5,6,23,0
2024,Luton Town,Premier League,Ross Barkley,47,9,778,951,81.8,13761,4214,92,20,78,10,48,6,3,3,8,5,0,1,1,0,15,13,17,7,7,32,21.9,17,6,11,18,55,40,2
2024,Luton Town,Premier League,Amari'i Bell,2,2,645,835,77.2,10680,4470,63,8,25,0,22,0,2,1,3,3,0,0,0,0,33,30,19,1,22,35,62.9,33,15,18,25,75,60,1
2024,Luton Town,Premier League,Luke Berry,1,0,10,19,52.6,163,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0
2024,Luton Town,Premier League,Jacob Brown,26,6,136,247,55.1,1865,626,6,3,15,1,10,1,3,0,0,0,0,0,0,0,12,7,7,5,7,18,38.9,20,1,19,8,27,22,0
2024,Luton Town,Premier League,Reece Burke,11,3,243,343,70.8,4554,1740,25,5,15,0,9,5,0,0,2,1,0,1,0,0,10,8,5,3,5,13,38.5,10,6,4,10,26,43,0
2024,Luton Town,Premier League,Tahith Chong,21,5,232,294,78.9,3811,900,18,11,32,2,20,2,6,2,3,1,0,2,0,0,9,14,5,2,8,17,47.1,15,3,12,4,25,2,0
2024,Luton Town,Premier League,Jordan Clark,4,1,119,172,69.2,2064,623,8,5,11,1,8,2,0,0,0,0,0,0,0,0,5,7,5,2,3,14,21.4,10,1,9,4,18,4,0
2024,Luton Town,Premier League,Alfie Doughty,20,3,740,1127,65.7,13994,5446,52,25,85,3,39,4,1,0,12,4,1,2,0,0,24,19,12,9,22,52,42.3,25,1,24,19,59,29,1
2024,Luton Town,Premier League,Daiki Hashioka,0,0,17,19,89.5,294,144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,0,0,1,1,0
2024,Luton Town,Premier League,Ryan John Giles,2,2,140,218,64.2,2294,949,10,10,12,1,8,0,0,0,0,0,0,0,0,0,6,4,3,1,2,7,28.6,2,0,2,4,12,22,0
2024,Luton Town,Premier League,Mads Juel Andersen,3,1,87,117,74.4,1570,766,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,4,4,100,9,6,3,8,14,29,0
2024,Luton Town,Premier League,Issa Kaboré,6,1,321,465,69,4984,2101,19,13,23,2,17,2,1,1,2,1,0,1,0,0,20,19,11,5,15,28,53.6,13,5,8,12,47,31,2
2024,Luton Town,Premier League,Thomas Kaminski,0,0,567,984,57.6,18137,14690,34,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,4,50,1,0,1,0,2,9,2
2024,Luton Town,Premier League,Tom Lockyer,7,1,301,422,71.3,6628,3120,37,4,10,0,9,0,0,1,1,1,0,0,0,0,16,17,6,2,15,22,68.2,23,13,10,23,48,68,0
2024,Luton Town,Premier League,Teden Mengi,8,3,451,589,76.6,8658,3250,39,4,10,1,9,0,0,0,0,0,0,0,0,0,13,24,12,1,13,21,61.9,22,13,9,42,79,84,0
2024,Luton Town,Premier League,Carlton Morris,45,16,291,468,62.2,3850,732,21,9,56,3,41,7,4,1,7,3,0,3,1,0,6,3,3,3,4,9,44.4,14,1,13,1,10,27,0
2024,Luton Town,Premier League,Marvelous Nakamba,5,0,356,423,84.2,5622,1605,27,2,13,0,13,0,0,0,0,0,0,0,0,0,24,24,14,2,24,42,57.1,23,6,17,11,51,11,1
2024,Luton Town,Premier League,Chiedozie Ogbene,29,12,475,644,73.8,6553,1854,17,17,69,10,48,4,5,0,6,1,2,1,2,0,9,9,6,0,10,19,52.6,10,2,8,4,19,30,2
2024,Luton Town,Premier League,Gabriel Osho,7,2,397,492,80.7,7374,2622,17,0,4,1,3,0,0,0,2,2,0,0,0,0,17,14,13,1,12,19,63.2,33,17,16,27,55,69,0
2024,Luton Town,Premier League,Pelly Ruddock Mpanzu,10,1,187,264,70.8,3172,788,15,12,14,1,10,1,1,0,0,0,0,0,0,0,1,2,6,0,4,8,50,10,4,6,6,14,14,1
2024,Luton Town,Premier League,Albert Sambi Lokonga,7,1,437,500,87.4,7328,2120,51,4,18,0,15,1,1,1,2,2,0,0,0,0,12,10,7,2,13,18,72.2,19,11,8,6,25,11,0
2024,Luton Town,Premier League,Andros Townsend,17,6,202,296,68.2,3575,900,17,9,28,3,16,3,1,0,4,2,1,1,0,0,11,7,1,7,11,21,52.4,11,0,11,4,19,4,0
2024,Luton Town,Premier League,Cauley Woodrow,9,2,55,84,65.5,671,65,2,1,10,1,7,2,0,0,0,0,0,0,0,0,7,5,2,3,7,13,53.8,2,1,1,0,10,6,0
2024,Manchester City,Premier League,Manuel Akanji,10,4,1393,1499,92.9,22809,5875,134,9,33,0,27,2,2,1,3,3,0,0,0,0,15,9,10,5,14,26,53.8,21,10,11,17,41,51,1
2024,Manchester City,Premier League,Nathan Aké,18,4,1404,1520,92.4,21469,6989,126,5,34,2,27,4,1,0,6,3,1,2,0,0,10,13,5,2,11,16,68.8,12,1,11,9,29,39,0
2024,Manchester City,Premier League,Julián Álvarez,72,28,817,1019,80.2,11441,2545,38,31,97,3,62,6,1,0,12,10,0,0,1,0,9,3,7,8,6,24,25,23,0,23,2,20,13,0
2024,Manchester City,Premier League,Oscar Bobb,3,1,95,109,87.2,1267,272,2,13,14,4,9,0,1,0,5,2,2,0,1,0,0,1,0,2,1,2,50,3,0,3,1,4,1,0
2024,Manchester City,Premier League,Kevin De Bruyne,16,3,313,428,73.1,5059,1534,30,26,40,2,28,1,1,0,7,5,0,0,1,0,3,1,1,2,4,7,57.1,1,0,1,1,5,1,0
2024,Manchester City,Premier League,Rúben Dias,16,7,1839,1966,93.5,32151,10207,176,8,21,0,15,5,0,1,2,1,0,1,0,0,12,11,15,1,14,20,70,25,13,12,22,49,69,0
2024,Manchester City,Premier League,Jeremy Doku,32,9,507,632,80.2,7233,1156,7,29,74,9,58,4,2,0,8,6,1,1,0,0,19,10,11,7,9,17,52.9,9,0,9,8,36,3,0
2024,Manchester City,Premier League,Ederson,0,0,871,1003,86.8,21415,14420,22,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1
2024,Manchester City,Premier League,Phil Foden,83,34,1174,1371,85.6,15912,2946,49,49,110,6,87,4,5,1,14,12,0,0,1,0,13,10,7,6,12,24,50,21,0,21,13,36,14,1
2024,Manchester City,Premier League,Sergio Gómez,0,0,16,20,80,249,16,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,0
2024,Manchester City,Premier League,Jack Grealish,16,5,334,394,84.8,4756,635,11,12,40,1,34,2,3,0,2,2,0,0,0,0,8,6,6,0,6,11,54.5,12,2,10,4,16,4,0
2024,Manchester City,Premier League,Joško Gvardiol,18,7,1059,1216,87.1,16345,4181,101,9,30,3,22,1,1,2,0,0,0,0,0,0,21,11,15,4,14,23,60.9,20,9,11,20,50,24,2
2024,Manchester City,Premier League,Erling Haaland,86,38,197,263,74.9,2206,382,11,9,41,2,27,7,5,0,9,4,1,3,1,0,1,0,3,1,2,2,100,9,1,8,1,5,12,0
2024,Manchester City,Premier League,Mateo Kovačić,13,3,823,879,93.6,11698,2371,73,11,35,1,29,4,1,0,4,3,0,1,0,0,16,11,8,2,11,17,64.7,12,0,12,2,23,8,0
2024,Manchester City,Premier League,Aymeric Laporte,1,1,11,11,100,202,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,1,0
2024,Manchester City,Premier League,Rico Lewis,2,2,239,266,89.8,3374,456,12,2,6,0,6,0,0,0,0,0,0,0,0,0,3,3,1,1,1,3,33.3,4,1,3,4,9,3,0
2024,Manchester City,Premier League,James Mcatee,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0
2024,Manchester City,Premier League,Matheus Nunes,3,2,264,314,84.1,3626,596,17,11,17,0,13,1,3,0,3,3,0,0,0,0,3,1,5,2,4,10,40,4,1,3,0,8,7,0
2024,Manchester City,Premier League,Stefan Ortega,0,0,61,86,70.9,1497,1115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1
2024,Manchester City,Premier League,Cole Palmer,0,0,4,5,80,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Manchester City,Premier League,Kalvin Phillips,2,0,62,70,88.6,1067,300,8,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,NA,0,0,0,2,5,2,0
2024,Manchester City,Premier League,Rodri,51,17,2343,2545,92.1,40188,11022,268,46,119,6,95,5,6,5,17,12,2,1,1,1,30,15,26,10,24,45,53.3,20,6,14,20,71,33,3
2024,Manchester City,Premier League,Bernardo Silva,28,12,1198,1399,85.6,18685,3880,72,41,105,3,95,1,3,0,6,5,1,0,0,0,18,10,20,6,18,39,46.2,18,3,15,10,46,10,1
2024,Manchester City,Premier League,John Stones,3,1,604,647,93.4,9593,2245,43,1,20,0,18,0,2,0,0,0,0,0,0,0,1,1,0,1,0,3,0,9,5,4,8,10,17,0
2024,Manchester City,Premier League,Kyle Walker,16,3,1711,1947,87.9,29454,6560,165,29,58,0,54,1,2,0,8,7,0,1,0,0,15,13,10,2,13,27,48.1,13,4,9,19,44,33,1
2024,Manchester Utd,Premier League,Sofyan Amrabat,2,0,383,446,85.9,7225,1907,45,4,8,0,8,0,0,0,0,0,0,0,0,0,14,13,7,2,15,24,62.5,12,3,9,5,27,12,2
2024,Manchester Utd,Premier League,Antony,26,5,324,424,76.4,4306,1148,21,19,36,1,31,0,3,1,1,0,0,0,0,1,14,10,12,6,16,30,53.3,20,1,19,8,36,5,0
2024,Manchester Utd,Premier League,Donny van de Beek,1,0,1,1,100,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0
2024,Manchester Utd,Premier League,Casemiro,24,5,581,698,83.2,9673,3555,66,11,21,0,17,1,1,0,1,1,0,0,0,0,28,21,20,6,28,60,46.7,40,13,27,10,57,36,0
2024,Manchester Utd,Premier League,Diogo Dalot,20,3,1021,1277,80,17765,5546,74,23,55,2,47,2,1,1,5,4,0,1,0,0,34,40,8,6,35,47,74.5,34,12,22,27,81,79,0
2024,Manchester Utd,Premier League,Amad Diallo,1,1,31,35,88.6,359,38,2,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,100,0,0,0,0,3,0,0
2024,Manchester Utd,Premier League,Christian Eriksen,9,4,489,614,79.6,8076,1996,52,15,32,0,25,0,0,2,2,1,0,0,0,1,12,4,7,3,8,27,29.6,14,5,9,3,17,10,0
2024,Manchester Utd,Premier League,Jonny Evans,1,0,500,580,86.2,8382,2834,25,3,8,0,8,0,0,0,1,1,0,0,0,0,7,10,2,0,9,16,56.3,15,10,5,15,27,61,0
2024,Manchester Utd,Premier League,Bruno Fernandes,64,22,1144,1592,71.9,20335,7209,132,63,155,7,106,8,1,2,16,10,2,1,0,0,33,22,20,14,26,76,34.2,34,4,30,20,76,35,1
2024,Manchester Utd,Premier League,Omari Forson,1,0,23,26,88.5,277,64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,100,0,0,0,0,2,0,0
2024,Manchester Utd,Premier League,Alejandro Garnacho,63,16,434,585,74.2,6074,939,20,15,74,7,53,7,6,1,8,6,0,1,0,1,11,5,4,7,8,35,22.9,19,1,18,13,29,18,0
2024,Manchester Utd,Premier League,Daniel Gore,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,100,0,0,0,1,2,0,0
2024,Manchester Utd,Premier League,Rasmus Højlund,29,15,208,275,75.6,2415,666,10,9,41,4,29,3,3,2,3,2,1,0,0,0,5,2,2,5,4,11,36.4,3,0,3,1,10,11,0
2024,Manchester Utd,Premier League,Willy Kambwala,0,0,83,94,88.3,1490,458,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,50,1,1,0,0,1,4,0
2024,Manchester Utd,Premier League,Victor Lindelöf,4,2,750,845,88.8,12084,3272,56,3,18,0,18,0,0,0,3,3,0,0,0,0,7,5,7,0,4,11,36.4,14,8,6,11,23,32,1
2024,Manchester Utd,Premier League,Harry Maguire,13,2,642,769,83.5,12542,4505,64,4,19,0,16,1,0,2,3,2,0,1,0,0,11,9,7,0,8,16,50,26,18,8,19,35,52,1
2024,Manchester Utd,Premier League,Kobbie Mainoo,5,2,389,458,84.9,5806,1378,20,2,19,3,14,2,0,0,4,1,2,1,0,0,14,8,11,4,8,20,40,13,8,5,12,35,24,1
2024,Manchester Utd,Premier League,Anthony Martial,6,4,109,139,78.4,1267,263,6,2,11,0,9,1,1,0,1,0,0,0,1,0,1,1,1,2,1,1,100,4,0,4,0,4,3,0
2024,Manchester Utd,Premier League,Lisandro Martínez,0,0,366,395,92.7,6231,1935,28,1,7,0,6,0,0,1,1,1,0,0,0,0,7,8,3,0,5,12,41.7,9,7,2,4,15,21,0
2024,Manchester Utd,Premier League,Scott McTominay,35,17,385,473,81.4,5882,1475,46,9,18,1,12,4,0,1,2,1,0,0,0,1,19,18,19,2,16,26,61.5,25,9,16,11,50,38,0
2024,Manchester Utd,Premier League,Hannibal Mejbri,1,1,31,38,81.6,442,143,6,1,6,0,5,0,1,0,0,0,0,0,0,0,3,1,2,0,1,3,33.3,1,1,0,0,3,0,0
2024,Manchester Utd,Premier League,Mason Mount,3,0,130,163,79.8,1771,570,13,5,17,2,10,0,1,2,0,0,0,0,0,0,10,4,7,5,3,12,25,5,1,4,3,19,1,0
2024,Manchester Utd,Premier League,André Onana,0,0,788,1059,74.4,19216,12918,26,2,4,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,100,0,0,0,0,1,8,1
2024,Manchester Utd,Premier League,Facundo Pellistri,4,2,60,79,75.9,675,146,4,2,3,0,2,0,1,0,1,1,0,0,0,0,3,4,1,0,1,3,33.3,7,1,6,1,6,5,0
2024,Manchester Utd,Premier League,Marcus Rashford,56,18,436,593,73.5,6027,1576,26,26,72,14,45,6,6,0,8,6,1,0,1,0,6,6,2,5,5,21,23.8,12,1,11,4,17,14,0
2024,Manchester Utd,Premier League,Sergio Reguilón,4,0,244,314,77.7,3669,1356,20,4,15,0,13,1,0,0,1,1,0,0,0,0,8,6,2,5,8,17,47.1,10,0,10,5,18,7,0
2024,Manchester Utd,Premier League,Jadon Sancho,0,0,34,43,79.1,446,116,2,2,4,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,3,33.3,1,0,1,1,2,0,0
2024,Manchester Utd,Premier League,Luke Shaw,2,0,531,648,81.9,8242,3114,33,7,23,1,13,0,0,0,0,0,0,0,0,0,8,7,3,1,9,15,60,18,11,7,6,17,39,0
2024,Manchester Utd,Premier League,Raphaël Varane,8,2,578,649,89.1,10074,3078,55,3,11,0,9,2,0,0,1,1,0,0,0,0,9,7,7,1,7,11,63.6,15,12,3,13,28,81,0
2024,Manchester Utd,Premier League,Aaron Wan-Bissaka,2,1,437,528,82.8,5896,1873,26,4,10,0,9,0,0,0,1,1,0,0,0,0,19,12,11,2,16,22,72.7,14,8,6,20,45,38,1
2024,Newcastle Utd,Premier League,Miguel Almirón,39,10,606,731,82.9,8196,1707,37,20,48,3,37,6,1,0,4,2,0,1,0,0,22,11,15,7,11,27,40.7,27,2,25,8,41,11,0
2024,Newcastle Utd,Premier League,Elliot Anderson,7,2,148,178,83.1,2060,428,12,8,14,1,13,0,0,0,1,1,0,0,0,0,6,3,4,1,3,9,33.3,6,3,3,2,10,6,0
2024,Newcastle Utd,Premier League,Harvey Barnes,12,4,100,131,76.3,1376,331,5,6,9,2,5,1,1,0,2,1,1,0,0,0,1,1,2,0,0,1,0,0,0,0,2,5,1,0
2024,Newcastle Utd,Premier League,Sven Botman,9,2,854,942,90.7,15704,6249,37,1,12,0,10,2,0,0,3,3,0,0,0,0,13,13,6,0,8,12,66.7,18,16,2,7,26,55,3
2024,Newcastle Utd,Premier League,Dan Burn,15,5,901,1118,80.6,14083,5472,51,7,20,1,16,2,0,0,3,2,0,1,0,0,22,26,17,1,18,47,38.3,32,11,21,26,70,80,1
2024,Newcastle Utd,Premier League,Amadou Diallo,0,0,1,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Newcastle Utd,Premier League,Martin Dúbravka,0,0,287,365,78.6,6807,3831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1
2024,Newcastle Utd,Premier League,Paul Dummett,0,0,8,8,100,124,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100,0,0,0,0,1,0,0
2024,Newcastle Utd,Premier League,Anthony Gordon,56,22,562,714,78.7,8088,1954,30,30,86,6,62,8,8,2,15,7,3,3,2,0,24,12,21,8,17,52,32.7,24,0,24,5,46,4,0
2024,Newcastle Utd,Premier League,Bruno Guimarães,31,9,1363,1607,84.8,23575,6064,123,43,80,9,59,2,4,3,12,7,3,1,1,0,31,30,17,7,20,46,43.5,37,9,28,24,78,16,0
2024,Newcastle Utd,Premier League,Lewis Hall,1,1,65,83,78.3,1080,310,6,0,2,1,1,0,0,0,0,0,0,0,0,0,7,7,3,0,4,7,57.1,2,0,2,2,12,0,0
2024,Newcastle Utd,Premier League,Alexander Isak,39,21,216,279,77.4,3127,611,15,12,35,8,20,5,2,0,2,0,1,0,1,0,0,2,1,0,1,5,20,7,0,7,3,6,6,0
2024,Newcastle Utd,Premier League,Joelinton,15,5,440,528,83.3,6118,1514,32,8,39,6,30,3,0,0,3,2,0,1,0,0,22,16,12,2,10,30,33.3,19,5,14,17,47,11,1
2024,Newcastle Utd,Premier League,Loris Karius,0,0,21,37,56.8,507,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0
2024,Newcastle Utd,Premier League,Emil Krafth,1,0,82,93,88.2,1234,515,6,6,7,0,6,0,1,0,0,0,0,0,0,0,2,1,1,1,3,3,100,0,0,0,0,3,1,0
2024,Newcastle Utd,Premier League,Jamaal Lascelles,6,1,668,771,86.6,11597,3694,38,1,8,0,7,0,1,0,0,0,0,0,0,0,9,7,7,0,6,10,60,17,12,5,4,18,42,0
2024,Newcastle Utd,Premier League,Valentino Livramento,2,1,415,477,87,5998,1630,27,13,22,2,18,0,1,1,3,2,1,0,0,0,8,11,4,1,7,16,43.8,10,5,5,16,32,30,0
2024,Newcastle Utd,Premier League,Sean Longstaff,24,10,673,838,80.3,10495,3444,54,18,31,1,24,2,3,0,6,2,1,1,1,0,19,11,19,5,17,46,37,26,5,21,10,45,16,0
2024,Newcastle Utd,Premier League,Lewis Miley,13,3,425,515,82.5,6305,1538,26,12,31,2,24,3,0,2,5,4,0,0,0,1,21,6,20,7,15,32,46.9,20,3,17,8,41,18,2
2024,Newcastle Utd,Premier League,Alex Murphy,0,0,4,4,100,81,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2024,Newcastle Utd,Premier League,Jacob Murphy,14,4,95,146,65.1,1508,548,14,7,15,2,9,3,1,0,4,3,1,0,0,0,5,4,1,2,4,7,57.1,9,0,9,0,7,7,0
2024,Newcastle Utd,Premier League,Michael Ndiweni,0,0,1,2,50,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Newcastle Utd,Premier League,Ben Parkinson,0,0,1,3,33.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,1,0
2024,Newcastle Utd,Premier League,Nick Pope,1,0,289,367,78.7,7287,4347,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2
2024,Newcastle Utd,Premier League,Matt Ritchie,5,3,50,65,76.9,664,176,4,2,2,0,2,0,0,0,1,1,0,0,0,0,2,1,2,0,2,3,66.7,0,0,0,1,4,5,0
2024,Newcastle Utd,Premier League,Fabian Schär,29,8,1443,1727,83.6,29364,12008,115,14,40,2,28,3,5,1,11,7,0,0,3,1,20,21,7,1,13,29,44.8,40,31,9,25,54,101,0
2024,Newcastle Utd,Premier League,Matt Targett,0,0,36,41,87.8,657,188,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,100,1,0,1,0,2,2,0
2024,Newcastle Utd,Premier League,Sandro Tonali,3,2,241,280,86.1,3776,870,16,4,12,0,10,0,1,0,3,2,0,0,1,0,7,4,2,1,3,9,33.3,3,0,3,2,9,4,0
2024,Newcastle Utd,Premier League,Kieran Trippier,8,2,1579,2068,76.4,28789,10729,110,52,99,1,67,0,2,2,11,7,0,0,0,1,27,30,16,11,37,76,48.7,38,8,30,23,80,55,3
2024,Newcastle Utd,Premier League,Joe White,0,0,4,4,100,54,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2024,Newcastle Utd,Premier League,Joe Willock,3,2,75,91,82.4,1297,403,9,3,8,0,7,1,0,0,1,1,0,0,0,0,3,4,3,0,4,9,44.4,5,0,5,1,8,1,0
